crm_record_id,sf_account_id,account_name,parent_account_name,state,region,segment,account_type,owner_rep,contact_name,contact_email,contact_role,contact_subject,contact_grade_band,opportunity_name,product_name,product_family,stage,close_date,contract_end_date,arr_usd,seats_purchased,quote_id,is_duplicate_candidate,source,true_golden_customer_id
CRM-10087,SF-A10087,Brookside School District,Brookside ISD,AZ,West,Large District,Regional Service Center,A. Rivera,Eric A. Wilson,ewilson@brooksideschools.org,Math Coordinator,Literacy,3,Brookside School District - Imagine Literacy,Imagine Literacy,Supplemental Literacy,Closed Won,2024-05-25,2026-10-14,21719,500,Q-9257,N,Salesforce,GC0013
CRM-10088,SF-A10088,Greenwood ISD,Greenwood ISD,CA,west,Large District,District,D. Nguyen,Sanjay Patel,sanjayp@greenwoodschools.org,Curriculum Director,,,Greenwood ISD - Science Suite,Science Suite,Science,Closed Lost,2024-04-21,2026-06-09,23693,1500,Q-8330,Y,Salesforce,GC0014
CRM-10089,SF-A10089,Greenwood Public Schools,Greenwood ISD,CA,West,Large District,District,D. Nguyen,Laura Miller,,Math Coordinator,ELA,K,Greenwood Public Schools - StudySync,StudySync,Core ELA,Proposal,2024-06-27,2026-02-01,88408,3000,Q-7046,Y,Salesforce,GC0014
CRM-10090,SF-A10090,Greenwood ISD,Greenwood Schools,CA,West,Large District,District,D. Nguyen,Mark Smith,msmith@greenwoodschools.org,,,10,Greenwood ISD - Imagine Math,Imagine Math,Supplemental Math,Closed Won,2024-04-04,2026-12-06,21699,1500,,N,Salesforce,GC0014
CRM-10091,SF-A10091,Greenwood Public Schools,Greenwood Schools,CA,West,Large District,District,D. Nguyen,Tanisha Smith,tsmith@greenwoodschools.org,District Admin,,2,Greenwood Public Schools - StudySync,StudySync,Core ELA,Closed Lost,2024-09-12,2027-10-08,254907,12000,,N,Salesforce,GC0014
CRM-10092,SF-A10092,Greenwood Public Schools,Greenwood Public Schools,CA,WEST,Large District,District,D. Nguyen,Eric White,eric.white@greenwoodschools.org,Teacher,,12,Greenwood Public Schools - Courseware,Courseware,Core Courseware,Closed Won,2024-08-12,2027-08-13,252363,800,Q-6423,Y,Salesforce,GC0014
CRM-10093,SF-A10093,Greenwood ISD - Supplemental,Greenwood Schools,CA,West,Large District,District,D. Nguyen,Kevin Smith,,Teacher,,,Greenwood ISD - Supplemental - Imagine Learning PD,Imagine Learning PD,Professional Learning,Closed Lost,2024-07-25,2026-05-14,58907,12000,Q-7650,Y,Salesforce,GC0014
CRM-10094,SF-A10094,Greenwood Independent School District,,CA,West,Large District,District,D. Nguyen,Mark Anderson,marka@greenwoodschools.org,Math Coordinator,General,11,Greenwood Independent School District - Imagine Math,Imagine Math,Supplemental Math,Closed Lost,2024-12-31,2026-08-17,180649,12000,Q-7513,N,Salesforce,GC0014
CRM-10095,SF-A10095,Hillcrest Independent School District,Hillcrest Schools,OH,,Mid-Market District,Regional Service Center,A. Rivera,Monique Taylor,monique.taylor@hillcrestschools.org,Math Coordinator,ELA,,Hillcrest Independent School District - Twig Education,Twig Education,Science,Closed Won,2024-12-24,2026-09-20,247770,5000,,N,Salesforce,GC0015
CRM-10096,SF-A10096,Hillcrest School District,,OH,Midwest,Mid-Market District,Regional Service Center,A. Rivera,Michael White,michael.white@hillcrestschools.org,Teacher,,,Hillcrest School District - StudySync,StudySync,Core ELA,Closed Won,2025-01-19,2026-06-14,172228,3000,Q-5762,N,Salesforce,GC0015
CRM-10097,SF-A10097,Hillcrest Public Schools,Hillcrest Schools,OH,Midwest,Mid-Market District,Regional Service Center,A. Rivera,Monique Moore,moniquem@hillcrestschools.org,Curriculum Director,,9,Hillcrest Public Schools - PD Services,PD Services,Professional Learning,Negotiation,2024-06-06,2026-02-25,56062,1500,Q-9916,N,Salesforce,GC0015
CRM-10098,SF-A10098,Hillcrest ISD,Hillcrest ISD,OH,,Mid-Market District,Regional Service Center,A. Rivera,David Brown,dbrown@hillcrestschools.org,Principal,,7,Hillcrest ISD - Imagine Learning PD,Imagine Learning PD,Professional Learning,Closed Won,2024-10-02,2027-08-01,23476,12000,Q-5792,Y,Salesforce,GC0015
CRM-10099,SF-A10099,Hillcrest Public Schools,,OH,Midwest,Mid-Market District,Regional Service Center,A. Rivera,Sanjay Wilson,swilson@hillcrestschools.org,,STEM,12,Hillcrest Public Schools - Science Suite,Science Suite,Science,Closed Lost,2024-05-30,2026-05-04,253357,500,Q-6369,N,Salesforce,GC0015
CRM-10100,SF-A10100,Hillcrest Independent School District,,OH,Midwest,Large,Regional Service Center,A. Rivera,Jane Moore,jane.moore@hillcrestschools.org,Principal,ELA,K,Hillcrest Independent School District - Imagine Math,Imagine Math,Supplemental Math,Closed Lost,2025-08-24,2027-06-20,252874,300,Q-6214,N,Salesforce,GC0015
CRM-10101,SF-A10101,Hillcrest ISD,Hillcrest ISD,OH,Midwest,Mid-Market District,Regional Service Center,A. Rivera,Mark Patel,,District Admin,,5,Hillcrest ISD - Courseware,Courseware,Core Courseware,Closed Won,2025-05-01,2026-10-03,56331,800,Q-7482,N,Salesforce,GC0015
CRM-10102,SF-A10102,Sunnydale ISD,Sunnydale ISD,CO,West,Large District,District,D. Nguyen,Sarah Miller,smiller@sunnydaleschools.org,District Admin,Math,8,Sunnydale ISD - Imagine Learning PD,Imagine Learning PD,Professional Learning,Closed Lost,2025-08-05,2026-01-30,39158,12000,Q-5472,N,Salesforce,GC0016
CRM-10103,SF-A10103,Sunnydale ISD,,CO,West,Large District,District,F. Lewis,Kevin Davis,kdavis@sunnydaleschools.org,Curriculum Director,ELA,,Sunnydale ISD - Courseware,Courseware,Core Courseware,Closed Won,2025-01-30,2026-02-20,45375,12000,Q-6813,N,Salesforce,GC0016
CRM-10104,SF-A10104,Sunnydale ISD - Supplemental,Sunnydale Schools,CO,WEST,Large District,District,F. Lewis,Michael Smith,msmith@sunnydaleschools.org,Principal,,,Sunnydale ISD - Supplemental - Professional Development,Professional Development,Professional Learning,Closed Lost,2025-09-30,2027-02-11,117676,300,Q-8065,N,Salesforce,GC0016
CRM-10105,SF-A10105,Sunnydale ISD - Supplemental,Sunnydale ISD - Supplemental,CO,West,Large District,District,F. Lewis,Emily Patel,emily.patel@sunnydaleschools.org,Literacy Specialist,Science,,Sunnydale ISD - Supplemental - Study Sync,Study Sync,Core ELA,Closed Won,2025-11-02,2027-05-25,60250,1500,Q-5289,N,Salesforce,GC0016
CRM-10106,SF-A10106,Sunnydale Indep. SD,,CO,West,Large District,District,F. Lewis,Alicia Wilson,alicia.wilson@sunnydaleschools.org,,ELA,8,Sunnydale Indep. SD - Imagine Learning PD,Imagine Learning PD,Professional Learning,Closed Won,2025-11-27,2026-12-10,172463,500,Q-7515,N,Salesforce,GC0016
CRM-10107,SF-A10107,Sunnydale ISD - Supplemental,,CO,West,Large District,District,F. Lewis,Carlos Miller,carlos.miller@sunnydaleschools.org,Principal,,,Sunnydale ISD - Supplemental - StudySync,StudySync,Core ELA,Closed Won,2024-12-16,2027-02-24,123496,500,Q-6477,N,Salesforce,GC0016
CRM-10108,SF-A10108,Sunnydale ISD - Supplemental,Sunnydale ISD - Supplemental,CO,West,Large District,District,F. Lewis,Lisa Thomas,lisa.thomas@sunnydaleschools.org,Math Coordinator,Science,,Sunnydale ISD - Supplemental - PD Services,PD Services,Professional Learning,Closed Lost,2024-07-23,2027-01-18,26279,12000,Q-6561,Y,Salesforce,GC0016
CRM-10109,SF-A10109,Sunnydale ISD,Sunnydale ISD,CO,West,Large District,District,F. Lewis,Priya Anderson,panderson@sunnydaleschools.org,Math Coordinator,ELA,,Sunnydale ISD - Course Ware,Course Ware,Core Courseware,Closed Won,2024-06-17,2027-02-18,24742,500,Q-6074,N,Salesforce,GC0016
CRM-10110,SF-A10110,Redwood Indep. SD,Redwood School District,OH,Midwest,Mid-Market District,District,F. Lewis,Mark Anderson,marka@redwoodschools.org,Teacher,Science,1,Redwood Indep. SD - Imagine Learning PD,Imagine Learning PD,Professional Learning,Negotiation,2024-06-05,2026-07-30,181327,300,Q-5827,N,Salesforce,GC0017
CRM-10111,SF-A10111,Redwood Public Schools,Redwood School District,OH,Midwest,Mid-Market District,District,F. Lewis,Michael Patel,michael.patel@redwoodschools.org,Principal,Math,3,Redwood Public Schools - Twig Science,Twig Science,Science,Negotiation,2024-12-04,2026-08-29,21208,5000,Q-5904,N,Salesforce,GC0017
CRM-10112,SF-A10112,Redwood School District,Redwood School District,OH,Midwest,Mid-Market District,District,F. Lewis,John Johnson,jjohnson@redwoodschools.org,Curriculum Director,,12,Redwood School District - Imagine Learning PD,Imagine Learning PD,Professional Learning,Closed Won,2024-05-21,2027-11-11,173793,800,Q-8585,N,Salesforce,GC0017
CRM-10113,SF-A10113,Redwood School District,,OH,Midwest,Mid-Market District,District,F. Lewis,Kevin Thomas,,,,9,Redwood School District - Imagine Literacy,Imagine Literacy,Supplemental Literacy,Closed Lost,2025-11-25,2027-03-25,46015,1500,Q-5236,N,Salesforce,GC0017
CRM-10114,SF-A10114,Redwood Public Schools,Redwood School District,OH,Midwest,Mid-Market District,District,F. Lewis,Tanisha Patel,tanishap@redwoodschools.org,Math Coordinator,STEM,11,Redwood Public Schools - StudySync,StudySync,Core ELA,Negotiation,2025-11-08,2026-09-12,86664,5000,Q-8152,Y,Salesforce,GC0017
CRM-10115,SF-A10115,Silver Lake ISD,,FL,,Large District,Regional Service Center,E. Carter,Monique Brown,moniqueb@silver_lakeschools.org,Principal,Math,12,Silver Lake ISD - Twig Science,Twig Science,Science,Closed Won,2025-05-25,2027-04-03,57944,1500,Q-5145,Y,Salesforce,GC0018
CRM-10116,SF-A10116,Silver Lake ISD,Silver Lake ISD,FL,South,Large District,Regional Service Center,E. Carter,Eric Smith,eric.smith@silver_lakeschools.org,Curriculum Director,STEM,11,Silver Lake ISD - Imagine Math,Imagine Math,Supplemental Math,Negotiation,2024-04-26,2026-04-10,249633,300,Q-7391,N,Salesforce,GC0018
CRM-10117,SF-A10117,Silver Lake ISD,Silver Lake ISD,FL,South,Mid Market,Regional Service Center,E. Carter,Jane Brown,,,General,,Silver Lake ISD - ELA Core,ELA Core,Core ELA,Negotiation,2025-04-13,2027-11-06,124260,500,Q-5035,N,Salesforce,GC0018
CRM-10118,SF-A10118,Silver Lake Public Schools,Silver Lake Schools,FL,south,Large,Regional Service Center,E. Carter,Sanjay White,sanjayw@silver_lakeschools.org,Curriculum Director,ELA,7,Silver Lake Public Schools - Twig Science,Twig Science,Science,Closed Won,2025-02-26,2027-09-09,179393,800,Q-9487,N,Salesforce,GC0018
CRM-10119,SF-A10119,Silver Lake Indep. SD,Silver Lake Indep. SD,FL,south,Large District,Regional Service Center,E. Carter,D. Davis,davidd@silver_lakeschools.org,District Admin,General,11,Silver Lake Indep. SD - Twig Science,Twig Science,Science,Closed Lost,2024-10-19,2027-03-09,246209,3000,Q-8120,Y,Salesforce,GC0018
CRM-10120,SF-A10120,Silver Lake ISD,Silver Lake Schools,FL,South,Large District,Regional Service Center,E. Carter,Carlos Brown,carlosb@silver_lakeschools.org,Literacy Specialist,General,3,Silver Lake ISD - Courseware,Courseware,Core Courseware,Proposal,2025-11-11,2026-02-18,87349,1500,Q-7561,N,Salesforce,GC0018
CRM-10121,SF-A10121,Silver Lake ISD,,FL,South,Large District,Regional Service Center,E. Carter,Carlos Davis,carlosd@silver_lakeschools.org,Math Coordinator,ELA,,Silver Lake ISD - Twig Science,Twig Science,Science,Closed Won,2025-06-10,2026-05-03,81665,1500,Q-7164,Y,Salesforce,GC0018
CRM-10122,SF-A10122,Silver Lake ISD - Supplemental,Silver Lake Schools,,South,Large District,Regional Service Center,E. Carter,Monique Thomas,mthomas@silver_lakeschools.org,District Admin,Math,5,Silver Lake ISD - Supplemental - StudySync,StudySync,Core ELA,Closed Won,2025-06-17,2026-03-11,254276,500,Q-9399,N,Salesforce,GC0018
CRM-10123,SF-A10123,Silver Lake Public Schools,Silver Lake Schools,FL,South,Large District,Regional Service Center,E. Carter,David Thomas,david.thomas@silver_lakeschools.org,Principal,General,,Silver Lake Public Schools - Courseware,Courseware,Core Courseware,Closed Won,2025-11-29,2026-11-25,82857,1500,Q-7316,Y,Salesforce,GC0018
CRM-10124,SF-A10124,Meadow Park Public Schools,Meadow Park Schools,TX,South,Mid-Market District,Regional Service Center,B. Shah,Tanisha Lee,tlee@meadow_parkschools.org,Instructional Coach,General,11,Meadow Park Public Schools - Courseware,Courseware,Core Courseware,Closed Won,2024-06-06,2026-01-25,86434,300,Q-5444,Y,Salesforce,GC0019
CRM-10125,SF-A10125,Meadow Park ISD,,TX,South,Mid-Market District,Regional Service Center,B. Shah,Sanjay Wilson,sanjayw@meadow_parkschools.org,Math Coordinator,ELA,,Meadow Park ISD - Courseware,Courseware,Core Courseware,Proposal,2025-09-13,2026-03-30,63170,1500,Q-5252,N,Salesforce,GC0019
CRM-10126,SF-A10126,Meadow Park Indep. SD,Meadow Park Schools,TX,South,Mid-Market District,Regional Service Center,B. Shah,Sarah Taylor,sarah.taylor@meadow_parkschools.org,,,9,Meadow Park Indep. SD - Twig Science,Twig Science,Science,Closed Lost,2024-03-28,2026-11-09,41633,500,Q-9198,Y,Salesforce,GC0019
CRM-10127,SF-A10127,Meadow Park Independent School District,,TX,South,Mid-Market District,Regional Service Center,B. Shah,Nina Martin,,Math Coordinator,ELA,,Meadow Park Independent School District - Imagine Language & Literacy,Imagine Language & Literacy,Supplemental Literacy,Negotiation,2024-12-02,2027-09-24,176008,5000,Q-9633,N,Salesforce,GC0019
CRM-10128,SF-A10128,Meadow Park Public Schools,,TX,South,Mid-Market District,Regional Service Center,B. Shah,Lisa Smith,lsmith@meadow_parkschools.org,,,4,Meadow Park Public Schools - Edgenuity Courseware,Edgenuity Courseware,Core Courseware,Closed Won,2025-07-05,2026-07-21,66266,300,Q-5152,N,Salesforce,GC0019
CRM-10129,SF-A10129,Meadow Park Public Schools,,TX,,Mid-Market District,Regional Service Center,B. Shah,Sanjay Davis,sdavis@meadow_parkschools.org,Teacher,,3,Meadow Park Public Schools - Imagine Math,Imagine Math,Supplemental Math,Closed Lost,2025-12-01,2026-06-19,254423,500,Q-6467,N,Salesforce,GC0019
CRM-10130,SF-A10130,Meadow Park Indep. SD,Meadow Park Schools,TX,South,mid-market district,Regional Service Center,B. Shah,Tanisha Anderson,tanderson@meadow_parkschools.org,Teacher,,8,Meadow Park Indep. SD - ImagineMath,ImagineMath,Supplemental Math,Proposal,2024-09-26,2027-08-16,125341,500,Q-8100,N,Salesforce,GC0019
CRM-10131,SF-A10131,Meadow Park ISD - Supplemental,Meadow Park ISD - Supplemental,TX,South,Mid-Market District,Regional Service Center,B. Shah,Renee A. Wilson,rwilson@meadow_parkschools.org,,STEM,1,Meadow Park ISD - Supplemental - Twig Science,Twig Science,Science,Negotiation,2024-12-04,2026-04-27,88844,1500,Q-6320,N,Salesforce,GC0019
CRM-10132,SF-A10132,Meadow Park ISD,Meadow Park Schools,TX,South,Mid-Market District,Regional Service Center,B. Shah,Priya Lee,priyal@meadow_parkschools.org,Math Coordinator,ELA,3,Meadow Park ISD - Imagine Language & Literacy,Imagine Language & Literacy,Supplemental Literacy,Negotiation,2025-05-08,2026-06-24,42730,3000,Q-9773,N,Salesforce,GC0019
CRM-10133,SF-A10133,Canyon Creek School District - Supplemental,Canyon Creek School District,AZ,West,large district,District,E. Carter,Lisa Thomas,lisa.thomas@canyon_creekschools.org,Instructional Coach,STEM,12,Canyon Creek School District - Supplemental - StudySync,StudySync,Core ELA,Closed Won,2024-04-05,2027-05-09,173135,3000,Q-5009,N,Salesforce,GC0020
CRM-10134,SF-A10134,Canyon Creek Public Schools,Canyon Creek Schools,AZ,West,Large District,District,E. Carter,Kevin Lee,kevinl@canyon_creekschools.org,,Science,,Canyon Creek Public Schools - Imagine Learning PD,Imagine Learning PD,Professional Learning,Closed Lost,2025-02-22,2026-09-21,36089,5000,Q-5058,N,Salesforce,GC0020
CRM-10135,SF-A10135,Canyon Creek School District,,AZ,WEST,Large District,District,E. Carter,Renee Davis,reneed@canyon_creekschools.org,Instructional Coach,STEM,5,Canyon Creek School District - Imagine Learning PD,Imagine Learning PD,Professional Learning,Negotiation,2024-09-16,2026-11-11,121641,12000,Q-6131,N,Salesforce,GC0020
CRM-10136,SF-A10136,Canyon Creek ISD,Canyon Creek ISD,AZ,West,Large District,District,E. Carter,Laura Brown,laura.brown@canyon_creekschools.org,District Admin,,,Canyon Creek ISD - ImagineMath,ImagineMath,Supplemental Math,Closed Won,2025-01-28,2027-02-15,124536,800,Q-9894,Y,Salesforce,GC0020
CRM-10137,SF-A10137,Canyon Creek Public Schools,Canyon Creek Public Schools,AZ,West,Large District,District,E. Carter,Laura Smith,lsmith@canyon_creekschools.org,Teacher,Math,12,Canyon Creek Public Schools - Imagine Language & Literacy,Imagine Language & Literacy,Supplemental Literacy,Negotiation,2025-02-19,2027-08-24,44482,300,Q-5562,N,Salesforce,GC0020
CRM-10138,SF-A10138,Canyon Creek School District - Supplemental,Canyon Creek School District - Supplemental,AZ,West,Large District,District,B. Shah,Eric Anderson,,Curriculum Director,Math,4,Canyon Creek School District - Supplemental - Courseware,Courseware,Core Courseware,Closed Lost,2024-09-13,2027-03-30,90226,1500,Q-7782,N,Salesforce,GC0020
CRM-10139,SF-A10139,Riverside School District,Riverside Schools,FL,South,State/Regional,District,E. Carter,Tanisha Patel,,Math Coordinator,,2,Riverside School District - Edgenuity Courseware,Edgenuity Courseware,Core Courseware,Proposal,2024-08-11,2027-08-11,58994,5000,Q-6557,N,Salesforce,GC0021
CRM-10140,SF-A10140,Riverside Independent School District,Riverside Independent School District,FL,South,State/Regional,District,E. Carter,Priya Martin,priyam@riversideschools.org,Literacy Specialist,STEM,9,Riverside Independent School District - Language and Literacy,Language and Literacy,Supplemental Literacy,Negotiation,2024-07-06,2027-06-08,62518,500,Q-6050,Y,Salesforce,GC0021
CRM-10141,SF-A10141,Riverside Public Schools,Riverside Schools,FL,,State/Regional,District Office,E. Carter,Eric Lee,ericl@riversideschools.org,Instructional Coach,,,Riverside Public Schools - Twig Science,Twig Science,Science,Closed Won,2025-05-25,2027-03-11,42866,5000,Q-7990,N,Salesforce,GC0021
CRM-10142,SF-A10142,Riverside Public Schools,Riverside School District,FL,South,State/Regional,District,E. Carter,Lisa Garcia,,,General,,Riverside Public Schools - Twig Science,Twig Science,Science,Negotiation,2024-11-03,2026-09-14,125303,300,Q-6338,Y,Salesforce,GC0021
CRM-10143,SF-A10143,Riverside Public Schools,Riverside Public Schools,FL,South,State/Regional,District,E. Carter,Mark Jackson,markj@riversideschools.org,Instructional Coach,General,2,Riverside Public Schools - Imagine Learning PD,Imagine Learning PD,Professional Learning,Proposal,2024-12-29,2026-11-29,179363,1500,Q-8661,N,Salesforce,GC0021
CRM-10144,SF-A10144,Riverside School District - Supplemental,Riverside School District - Supplemental,FL,South,State/Regional,District,E. Carter,Laura Garcia,laurag@riversideschools.org,Curriculum Director,,7,Riverside School District - Supplemental - Imagine Language & Literacy,Imagine Language & Literacy,Supplemental Literacy,Proposal,2025-08-24,2027-06-18,87782,500,Q-5189,Y,Salesforce,GC0021
CRM-10145,SF-A10145,Riverside School District - Supplemental,Riverside School District,FL,South,State/Regional,District,E. Carter,John Davis,john.davis@riversideschools.org,,Science,3,Riverside School District - Supplemental - Imagine Language & Literacy,Imagine Language & Literacy,Supplemental Literacy,Negotiation,2025-10-03,2026-05-10,44630,12000,Q-5287,N,Salesforce,GC0021
CRM-10146,SF-A10146,Riverside Public Schools,Riverside Schools,FL,South,State/Regional,District,E. Carter,Laura Martin,lauram@riversideschools.org,Curriculum Director,Literacy,,Riverside Public Schools - Twig Science,Twig Science,Science,Negotiation,2024-09-23,2026-06-09,56172,300,Q-6116,N,Salesforce,GC0021
CRM-10147,SF-A10147,Summit School District,Summit School District,OH,Midwest,Mid-Market District,District,F. Lewis,Tanisha White,,Math Coordinator,,1,Summit School District - Course Ware,Course Ware,Core Courseware,Closed Won,2025-06-13,2027-09-20,250454,800,Q-9357,N,Salesforce,GC0022
CRM-10148,SF-A10148,Summit School District,,OH,Midwest,Mid-Market District,District,F. Lewis,John Brown,john.brown@summitschools.org,Instructional Coach,,,Summit School District - Imagine Language & Literacy,Imagine Language & Literacy,Supplemental Literacy,Negotiation,2024-08-10,2026-12-17,86104,12000,Q-8042,N,Salesforce,GC0022
CRM-10149,SF-A10149,Summit School District - Supplemental,,OH,Midwest,Large,District,F. Lewis,John A. Garcia,john.garcia@summitschools.org,Principal,,11,Summit School District - Supplemental - Imagine Math,Imagine Math,Supplemental Math,Closed Lost,2025-11-12,2026-08-02,87375,5000,Q-7646,Y,Salesforce,GC0022
CRM-10150,SF-A10150,Summit School District,Summit School District,OH,Midwest,Mid-Market District,District,F. Lewis,Carlos White,carlos.white@summitschools.org,,,K,Summit School District - Imagine Learning PD,Imagine Learning PD,Professional Learning,Negotiation,2025-09-02,2026-06-08,57466,500,Q-5748,N,Salesforce,GC0022
CRM-10151,SF-A10151,Summit School District,Summit Schools,OH,Midwest,Mid-Market District,District,F. Lewis,Jane Anderson,janea@summitschools.org,Math Coordinator,,K,Summit School District - Imagine Learning PD,Imagine Learning PD,Professional Learning,Negotiation,2025-07-26,2026-10-29,124029,500,Q-9453,N,Salesforce,GC0022
CRM-10152,SF-A10152,Summit School District - Supplemental,,OH,Midwest,Mid-Market District,District Office,F. Lewis,Nina Brown,nina.brown@summitschools.org,Curriculum Director,Literacy,1,Summit School District - Supplemental - Imagine Math,Imagine Math,Supplemental Math,Closed Lost,2025-01-31,2026-07-14,124151,12000,Q-7319,N,Salesforce,GC0022
CRM-10153,SF-A10153,Summit School District,Summit Schools,OH,Midwest,Mid-Market District,District,F. Lewis,Mark Johnson,markj@summitschools.org,District Admin,,3,Summit School District - Imagine Math,Imagine Math,Supplemental Math,Closed Won,2024-01-14,2026-08-02,179051,12000,,N,Salesforce,GC0022
CRM-10154,SF-A10154,Summit School District - Supplemental,Summit School District,OH,Midwest,Mid-Market District,District,F. Lewis,Eric Moore,ericm@summitschools.org,Instructional Coach,Literacy,2,Summit School District - Supplemental - Courseware,Courseware,Core Courseware,Closed Lost,2025-03-01,2026-04-19,256463,3000,Q-8757,N,Salesforce,GC0022
CRM-10155,SF-A10155,Heritage ISD,Heritage Schools,PA,Northeast,Mid-Market District,District,A. Rivera,Lisa Taylor,ltaylor@heritageschools.org,Math Coordinator,General,3,Heritage ISD - Twig Science,Twig Science,Science,Closed Won,2025-01-19,2027-07-18,175162,800,Q-8665,N,Salesforce,GC0023
CRM-10156,SF-A10156,Heritage School District,Heritage School District,PA,Northeast,Mid-Market District,District Office,A. Rivera,Emily Smith,emilys@heritageschools.org,,Math,,Heritage School District - Twig Education,Twig Education,Science,Proposal,2025-08-19,2026-09-13,40198,12000,Q-9673,N,Salesforce,GC0023
CRM-10157,SF-A10157,Heritage School District,Heritage School District,PA,Northeast,Mid-Market District,District,A. Rivera,Alicia White,awhite@heritageschools.org,,Literacy,9,Heritage School District - Imagine Language & Literacy,Imagine Language & Literacy,Supplemental Literacy,Negotiation,2024-02-25,2026-11-09,116674,800,Q-6225,N,Salesforce,GC0023
CRM-10158,SF-A10158,Heritage Independent School District,Heritage School District,PA,Northeast,Mid-Market District,District,A. Rivera,Jane Taylor,,District Admin,,2,Heritage Independent School District - StudySync,StudySync,Core ELA,Closed Won,2025-05-14,2027-02-09,180360,500,Q-9294,N,Salesforce,GC0023
CRM-10159,SF-A10159,Heritage School District - Supplemental,Heritage School District,PA,Northeast,Mid-Market District,District,A. Rivera,Michael Thomas,,Curriculum Director,Science,,Heritage School District - Supplemental - Imagine Learning PD,Imagine Learning PD,Professional Learning,Closed Won,2024-07-23,2027-01-18,37405,300,Q-6991,N,Salesforce,GC0023
CRM-10160,SF-A10160,Heritage School District - Supplemental,Heritage School District - Supplemental,PA,northeast,Mid-Market District,District,A. Rivera,Monique Thomas,moniquet@heritageschools.org,Math Coordinator,General,,Heritage School District - Supplemental - Imagine Learning PD,Imagine Learning PD,Professional Learning,Closed Lost,2024-02-14,2026-09-19,36984,800,Q-7222,Y,Salesforce,GC0023
CRM-10161,SF-A10161,Heritage School District,Heritage School District,PA,,Mid-Market District,District,A. Rivera,R. Martin,rmartin@heritageschools.org,,Literacy,7,Heritage School District - Imagine Learning PD,Imagine Learning PD,Professional Learning,Closed Won,2024-02-10,2026-09-11,120995,800,Q-6286,Y,Salesforce,GC0023
CRM-10162,SF-A10162,Heritage School District - Supplemental,Heritage School District,PA,Northeast,Mid-Market District,District,E. Carter,Emily Wilson,ewilson@heritageschools.org,,General,10,Heritage School District - Supplemental - Twig Science,Twig Science,Science,Closed Won,2025-03-03,2026-09-04,118502,1500,Q-9959,N,Salesforce,GC0023
CRM-10163,SF-A10163,Franklin Independent School District,Franklin Schools,AZ,West,Large District,District,A. Rivera,Sarah Davis,sarah.davis@franklinschools.org,,ELA,2,Franklin Independent School District - Imagine Language & Literacy,Imagine Language & Literacy,Supplemental Literacy,Proposal,2025-02-27,2027-02-26,63258,5000,Q-7242,Y,Salesforce,GC0024
CRM-10164,SF-A10164,Franklin ISD,Franklin ISD,AZ,West,Large District,District,A. Rivera,Sarah A. Brown,sbrown@franklinschools.org,Curriculum Director,Science,,Franklin ISD - Imagine Math,Imagine Math,Supplemental Math,Closed Won,2024-02-03,2027-02-23,246245,800,Q-6823,N,Salesforce,GC0024
CRM-10165,SF-A10165,Franklin Independent School District,,AZ,West,Large District,District,A. Rivera,John Brown,jbrown@franklinschools.org,Principal,General,8,Franklin Independent School District - StudySync,StudySync,Core ELA,Closed Won,2025-06-17,2026-04-22,88485,12000,Q-7012,N,Salesforce,GC0024
CRM-10166,SF-A10166,Franklin ISD,Franklin ISD,AZ,West,Large District,District,A. Rivera,Eric Taylor,etaylor@franklinschools.org,Teacher,Literacy,10,Franklin ISD - Twig Science,Twig Science,Science,Closed Lost,2024-04-25,2026-07-04,255591,5000,Q-8220,N,Salesforce,GC0024
CRM-10167,SF-A10167,Franklin ISD,Franklin Schools,AZ,WEST,Large District,District,A. Rivera,Lisa Jackson,,Math Coordinator,,11,Franklin ISD - Twig Science,Twig Science,Science,Closed Lost,2025-09-18,2026-06-13,90016,1500,,Y,Salesforce,GC0024
CRM-10168,SF-A10168,Franklin Public Schools,Franklin ISD,AZ,West,Large District,District,A. Rivera,Lisa Garcia,,Literacy Specialist,Science,7,Franklin Public Schools - Imagine Language & Literacy,Imagine Language & Literacy,Supplemental Literacy,Closed Won,2025-09-14,2027-05-21,39553,3000,Q-8717,N,Salesforce,GC0024
CRM-10169,SF-A10169,Franklin ISD,Franklin Schools,,WEST,Large District,District,A. Rivera,Priya Martin,,Principal,Literacy,9,Franklin ISD - Twig Science,Twig Science,Science,Closed Lost,2025-08-09,2027-07-30,43460,5000,Q-5293,Y,Salesforce,GC0024
CRM-10170,SF-A10170,Franklin ISD - Supplemental,Franklin ISD,AZ,WEST,Large District,District,A. Rivera,Kevin A. Taylor,kevint@franklinschools.org,Teacher,General,12,Franklin ISD - Supplemental - Imagine Math,Imagine Math,Supplemental Math,Proposal,2025-03-13,2027-09-16,251185,800,Q-7898,N,Salesforce,GC0024
CRM-10171,SF-A10171,Franklin Public Schools,Franklin Schools,AZ,West,Large District,District,A. Rivera,Praveen White,praveen.white@franklinschools.org,Principal,ELA,12,Franklin Public Schools - StudySync,StudySync,Core ELA,Closed Won,2025-10-17,2026-07-26,175614,800,Q-7521,N,Salesforce,GC0024
